Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","110","Japan","7271","Temperature change","7005","May","2010","2010","°C","-0.154","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7005","May","2011","2011","°C","-0.068","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7005","May","2012","2012","°C","0.432","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7005","May","2013","2013","°C","0.156","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7005","May","2014","2014","°C","0.816","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7005","May","2015","2015","°C","1.789","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7005","May","2016","2016","°C","2.009","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7005","May","2017","2017","°C","1.458","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7005","May","2018","2018","°C","1.198","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7005","May","2019","2019","°C","1.717","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7005","May","2020","2020","°C","1.224","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7006","June","2010","2010","°C","1.267","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7006","June","2011","2011","°C","1.134","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7006","June","2012","2012","°C","0.12","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7006","June","2013","2013","°C","1.082","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7006","June","2014","2014","°C","0.942","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7006","June","2015","2015","°C","0.491","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7006","June","2016","2016","°C","0.866","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7006","June","2017","2017","°C","-0.081","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7006","June","2018","2018","°C","0.932","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7006","June","2019","2019","°C","0.672","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7006","June","2020","2020","°C","1.991","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7007","July","2010","2010","°C","1.199","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7007","July","2011","2011","°C","0.909","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7007","July","2012","2012","°C","0.562","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7007","July","2013","2013","°C","1.183","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7007","July","2014","2014","°C","0.736","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7007","July","2015","2015","°C","0.441","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7007","July","2016","2016","°C","0.64","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7007","July","2017","2017","°C","1.801","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7007","July","2018","2018","°C","1.589","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7007","July","2019","2019","°C","0.134","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7007","July","2020","2020","°C","-0.399","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7008","August","2010","2010","°C","2.109","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7008","August","2011","2011","°C","0.593","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7008","August","2012","2012","°C","1.118","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7008","August","2013","2013","°C","1.286","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7008","August","2014","2014","°C","-0.164","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7008","August","2015","2015","°C","0.098","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7008","August","2016","2016","°C","1.254","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7008","August","2017","2017","°C","0.455","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7008","August","2018","2018","°C","0.776","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7008","August","2019","2019","°C","0.885","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7008","August","2020","2020","°C","1.757","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7009","September","2010","2010","°C","1.737","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7009","September","2011","2011","°C","1.048","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7009","September","2012","2012","°C","1.925","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7009","September","2013","2013","°C","0.944","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7009","September","2014","2014","°C","-0.075","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7009","September","2015","2015","°C","-0.183","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7009","September","2016","2016","°C","1.432","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7009","September","2017","2017","°C","0.1","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7009","September","2018","2018","°C","0.489","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7009","September","2019","2019","°C","1.826","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7009","September","2020","2020","°C","1.394","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7010","October","2010","2010","°C","1.312","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7010","October","2011","2011","°C","0.774","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7010","October","2012","2012","°C","0.848","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7010","October","2013","2013","°C","1.725","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7010","October","2014","2014","°C","0.581","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7010","October","2015","2015","°C","0.149","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7010","October","2016","2016","°C","1.399","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7010","October","2017","2017","°C","0.59","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7010","October","2018","2018","°C","0.895","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7010","October","2019","2019","°C","2.005","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7010","October","2020","2020","°C","0.705","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7011","November","2010","2010","°C","0.317","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7011","November","2011","2011","°C","1.875","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7011","November","2012","2012","°C","-0.216","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7011","November","2013","2013","°C","0.065","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7011","November","2014","2014","°C","1.131","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7011","November","2015","2015","°C","1.912","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7011","November","2016","2016","°C","-0.118","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7011","November","2017","2017","°C","-0.094","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7011","November","2018","2018","°C","1.252","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7011","November","2019","2019","°C","0.695","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7011","November","2020","2020","°C","1.604","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7012","December","2010","2010","°C","0.923","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7012","December","2011","2011","°C","-0.517","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7012","December","2012","2012","°C","-1.105","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7012","December","2013","2013","°C","0.073","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7012","December","2014","2014","°C","-1.027","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7012","December","2015","2015","°C","1.885","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7012","December","2016","2016","°C","1.23","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7012","December","2017","2017","°C","-0.977","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7012","December","2018","2018","°C","0.972","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7012","December","2019","2019","°C","1.28","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7012","December","2020","2020","°C","-0.055","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7016","Dec–Jan–Feb","2010","2010","°C","0.978","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7016","Dec–Jan–Feb","2011","2011","°C","0.451","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7016","Dec–Jan–Feb","2012","2012","°C","-0.415","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7016","Dec–Jan–Feb","2013","2013","°C","-0.327","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7016","Dec–Jan–Feb","2014","2014","°C","0.38","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7016","Dec–Jan–Feb","2015","2015","°C","0.503","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7016","Dec–Jan–Feb","2016","2016","°C","1.464","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7016","Dec–Jan–Feb","2017","2017","°C","1.091","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7016","Dec–Jan–Feb","2018","2018","°C","-0.322","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7016","Dec–Jan–Feb","2019","2019","°C","1.433","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7016","Dec–Jan–Feb","2020","2020","°C","2.127","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7017","Mar–Apr–May","2010","2010","°C","-0.09","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7017","Mar–Apr–May","2011","2011","°C","-0.337","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7017","Mar–Apr–May","2012","2012","°C","0.374","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7017","Mar–Apr–May","2013","2013","°C","0.565","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7017","Mar–Apr–May","2014","2014","°C","0.632","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7017","Mar–Apr–May","2015","2015","°C","1.684","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7017","Mar–Apr–May","2016","2016","°C","1.81","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7017","Mar–Apr–May","2017","2017","°C","0.971","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7017","Mar–Apr–May","2018","2018","°C","1.83","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7017","Mar–Apr–May","2019","2019","°C","1.355","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7017","Mar–Apr–May","2020","2020","°C","1.05","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7018","Jun–Jul–Aug","2010","2010","°C","1.525","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7018","Jun–Jul–Aug","2011","2011","°C","0.879","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7018","Jun–Jul–Aug","2012","2012","°C","0.6","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7018","Jun–Jul–Aug","2013","2013","°C","1.184","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7018","Jun–Jul–Aug","2014","2014","°C","0.505","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7018","Jun–Jul–Aug","2015","2015","°C","0.343","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7018","Jun–Jul–Aug","2016","2016","°C","0.92","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7018","Jun–Jul–Aug","2017","2017","°C","0.725","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7018","Jun–Jul–Aug","2018","2018","°C","1.099","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7018","Jun–Jul–Aug","2019","2019","°C","0.564","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7018","Jun–Jul–Aug","2020","2020","°C","1.116","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7019","Sep–Oct–Nov","2010","2010","°C","1.122","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7019","Sep–Oct–Nov","2011","2011","°C","1.232","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7019","Sep–Oct–Nov","2012","2012","°C","0.852","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7019","Sep–Oct–Nov","2013","2013","°C","0.911","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7019","Sep–Oct–Nov","2014","2014","°C","0.546","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7019","Sep–Oct–Nov","2015","2015","°C","0.626","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7019","Sep–Oct–Nov","2016","2016","°C","0.904","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7019","Sep–Oct–Nov","2017","2017","°C","0.199","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7019","Sep–Oct–Nov","2018","2018","°C","0.879","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7019","Sep–Oct–Nov","2019","2019","°C","1.509","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7019","Sep–Oct–Nov","2020","2020","°C","1.234","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7020","Meteorological year","2010","2010","°C","0.884","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7020","Meteorological year","2011","2011","°C","0.556","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7020","Meteorological year","2012","2012","°C","0.353","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7020","Meteorological year","2013","2013","°C","0.583","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7020","Meteorological year","2014","2014","°C","0.516","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7020","Meteorological year","2015","2015","°C","0.789","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.274","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7020","Meteorological year","2017","2017","°C","0.746","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.872","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.215","Fc","Calculated data"
"ET","Temperature change","110","Japan","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.382","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7001","January","2010","2010","°C","0.025","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7001","January","2011","2011","°C","0.399","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7001","January","2012","2012","°C","1.459","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7001","January","2013","2013","°C","0.539","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7001","January","2014","2014","°C","0.595","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7001","January","2015","2015","°C","0.754","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7001","January","2016","2016","°C","0.378","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7001","January","2017","2017","°C","1.712","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7001","January","2018","2018","°C","0.502","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7001","January","2019","2019","°C","1.147","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7001","January","2020","2020","°C","1.68","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7002","February","2010","2010","°C","-0.623","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7002","February","2011","2011","°C","0.196","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7002","February","2012","2012","°C","0.928","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7002","February","2013","2013","°C","1.326","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7002","February","2014","2014","°C","2.096","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7002","February","2015","2015","°C","1.153","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7002","February","2016","2016","°C","1.869","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7002","February","2017","2017","°C","2.692","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7002","February","2018","2018","°C","2.555","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7002","February","2019","2019","°C","2.033","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7002","February","2020","2020","°C","1.402","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7003","March","2010","2010","°C","-0.387","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7003","March","2011","2011","°C","1.766","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7003","March","2012","2012","°C","1.133","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7003","March","2013","2013","°C","0.838","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7003","March","2014","2014","°C","1.106","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7003","March","2015","2015","°C","0.497","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7003","March","2016","2016","°C","1.671","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7003","March","2017","2017","°C","2.299","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7003","March","2018","2018","°C","2.045","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7003","March","2019","2019","°C","1.155","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7003","March","2020","2020","°C","2.41","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7004","April","2010","2010","°C","0.234","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7004","April","2011","2011","°C","2.015","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7004","April","2012","2012","°C","1.028","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7004","April","2013","2013","°C","0.719","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7004","April","2014","2014","°C","1.085","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7004","April","2015","2015","°C","1.048","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7004","April","2016","2016","°C","1.153","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7004","April","2017","2017","°C","1.321","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7004","April","2018","2018","°C","1.202","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7004","April","2019","2019","°C","0.895","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7004","April","2020","2020","°C","2.034","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2010","2010","°C","0.738","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2011","2011","°C","1.197","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2012","2012","°C","1.228","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2013","2013","°C","0.49","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2014","2014","°C","0.278","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2015","2015","°C","0.189","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2016","2016","°C","1.176","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2017","2017","°C","1.064","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2018","2018","°C","1.552","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2019","2019","°C","0.885","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2020","2020","°C","1.482","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2010","2010","°C","1.113","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2011","2011","°C","1.217","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2012","2012","°C","1.024","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2013","2013","°C","1.1","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2014","2014","°C","0.991","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2015","2015","°C","0.69","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2016","2016","°C","0.869","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2017","2017","°C","1.26","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2018","2018","°C","1.14","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2019","2019","°C","1.253","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2020","2020","°C","1.001","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2010","2010","°C","0.21","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2011","2011","°C","0.698","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2012","2012","°C","0.295","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2013","2013","°C","0.257","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2014","2014","°C","0.658","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2015","2015","°C","0.865","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2016","2016","°C","1.463","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2017","2017","°C","0.867","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2018","2018","°C","1.265","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2019","2019","°C","1.369","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2020","2020","°C","1.619","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2010","2010","°C","0.96","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2011","2011","°C","1.549","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2012","2012","°C","0.894","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2013","2013","°C","0.574","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2014","2014","°C","0.646","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2015","2015","°C","1.622","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2016","2016","°C","0.646","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2017","2017","°C","1.072","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2018","2018","°C","1.066","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2019","2019","°C","2.185","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2020","2020","°C","1.782","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2010","2010","°C","0.733","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2011","2011","°C","1.114","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2012","2012","°C","0.573","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2013","2013","°C","0.191","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2014","2014","°C","0.534","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2015","2015","°C","1.504","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2016","2016","°C","0.807","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2017","2017","°C","0.798","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2018","2018","°C","1.038","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2019","2019","°C","1.376","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2020","2020","°C","1.112","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2010","2010","°C","0.122","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2011","2011","°C","0.73","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2012","2012","°C","1.05","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2013","2013","°C","0.769","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2014","2014","°C","1.293","Fc","Calculated data"
